Del997_WT log2FoldChange
mmu-miR-451a	3,716873584
mmu-let-7k	2,393312514
mmu-miR-122-5p	2,346911506
mmu-miR-6240	2,16195611
mmu-miR-486b-5p	2,159200197
mmu-miR-29b-1-5p	2,102455277
mmu-miR-486a-5p	2,071580162
mmu-miR-669o-3p	-2,01588461
mmu-miR-210-5p	-2,03523697
mmu-miR-32-5p	-2,085832895
mmu-miR-467d-3p	-2,142335847
mmu-miR-1949	-2,145190094
mmu-let-7c-2-3p	-2,411360119
mmu-let-7a-1-3p	-2,587687342
mmu-miR-130b-5p	-2,905793617
